questionId,catalogVersion,sourceCatalogVersion,language,countryProfile,chapterNumber,chapterTitle,sectionTitle,itemNumber,questionText,buildingSystem,component,inspectionArea,answerType,normReference,capexRelevant,evidenceRelevant,findingRelevant,assessmentRelevant,recommendationRelevant,decisionRelevant,reportRelevant,uploadRelevant,sourcePage,sourceConfidence,reviewStatus
DE-TDD-02-012,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Entwässerung Gelände,12,Geländegefälle vom Gebäude weg (≥ 2 %),site_external,site_gradient,site_drainage,checklist_rating,DIN 18533,True,True,True,True,False,False,False,True,8,high,draft
DE-TDD-02-013,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Entwässerung Gelände,13,"Hofablauf, Entwässerungsrinnen: Funktion, frei",site_external,yard_drain_channels,site_drainage,checklist_rating,DIN EN 1253,True,True,True,True,False,False,False,True,8,high,draft
DE-TDD-02-014,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Entwässerung Gelände,14,Versickerungsanlage / Rigole vorhanden,site_external,infiltration_trench,site_drainage,checklist_rating,DWA-A 138,True,True,True,True,False,False,False,True,8,high,draft
DE-TDD-02-015,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Entwässerung Gelände,15,Regenwasseranschluss / Trennsystem geprüft,site_external,rainwater_connection,site_drainage,checklist_rating,,True,True,True,True,False,False,False,True,8,high,draft
DE-TDD-02-016,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Entwässerung Gelände,16,Drainage am Gebäude (Sichtprüfung Revisionsschacht),site_external,building_drainage,site_drainage,checklist_rating,DIN 4095,True,True,True,True,False,False,False,True,8,high,draft
DE-TDD-02-017,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Bewuchs und Vegetation,17,Abstand Bäume zum Gebäude (Wurzeldruck),site_external,tree_distance,vegetation,checklist_rating,,True,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-018,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Bewuchs und Vegetation,18,Efeu / Wilder Wein an Fassade (Putzschäden),site_external,climbing_plants_facade,vegetation,checklist_rating,,True,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-019,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Bewuchs und Vegetation,19,"Bewuchs auf Dach, in Rinne, im Sockelbereich",site_external,vegetation_roof_gutter_plinth,vegetation,checklist_rating,,True,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-020,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Bewuchs und Vegetation,20,Hecken / Sträucher: Mindestabstand zur Wand ≥ 50 cm,site_external,shrubs_wall_distance,vegetation,checklist_rating,,True,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-021,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Bewuchs und Vegetation,21,Wurzelschäden an Wegen / Belägen sichtbar,site_external,root_damage_surfaces,vegetation,checklist_rating,,True,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-022,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Nachbarschaft / Grenze,22,Grenzbebauung erkennbar / dokumentiert,site_external,boundary_building,neighbour_boundary,checklist_rating,LBO,False,True,True,True,False,False,False,True,9,high,draft
DE-TDD-02-023,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Nachbarschaft / Grenze,23,Überhängende Äste / Nachbargrenze,site_external,overhanging_branches,neighbour_boundary,checklist_rating,BGB § 910,False,True,True,True,False,False,False,True,10,high,draft
DE-TDD-02-024,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Nachbarschaft / Grenze,24,"Stützmauern: Standsicherheit, Risse",site_external,retaining_walls,neighbour_boundary,checklist_rating,DIN 1054,True,True,True,True,False,False,False,True,10,high,draft
DE-TDD-02-025,2.7.0,0.2.0,de,germany_residential,02,Außenbereich & Grundstück,Nachbarschaft / Grenze,25,Geländeniveau Nachbar (Hochwassergefahr?),site_external,neighbour_ground_level,neighbour_boundary,checklist_rating,,True,True,True,True,False,False,False,True,10,high,draft
DE-TDD-03-001,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),01,"Sparren: Schadbilder, Verformungen, Risse",roof,rafters,roof_structure_internal,checklist_rating,DIN EN 1995 (EC 5),True,True,True,True,False,False,False,True,11,high,draft
DE-TDD-03-002,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),02,Pfetten / Stützen: Standsicherheit,roof,purlins_posts,roof_structure_internal,checklist_rating,DIN EN 1995,True,True,True,True,False,False,False,True,11,high,draft
DE-TDD-03-003,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),03,Holzfeuchte (max. 20 %),roof,timber_moisture,roof_structure_internal,checklist_rating,DIN 68800,True,True,True,True,False,False,False,True,11,high,draft
DE-TDD-03-004,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),04,"Schädlingsbefall (Hausbock, Anobien, Pilze)",roof,timber_pests_fungi,roof_structure_internal,checklist_rating,DIN 68800-4,True,True,True,True,False,False,False,True,11,high,draft
DE-TDD-03-005,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),05,"Verbindungsmittel: Korrosion, Lockerung",roof,fasteners_connections,roof_structure_internal,checklist_rating,,True,True,True,True,False,False,False,True,11,high,draft
DE-TDD-03-006,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachtragwerk (von innen),06,Aussteifung / Windrispenbänder vorhanden,roof,bracing_wind_bracing,roof_structure_internal,checklist_rating,,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-007,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,07,Eindeckungsmaterial (Ziegel / Beton / Schiefer / Metall),roof,roof_covering_material,roof_covering,checklist_rating,,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-008,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,08,Beschädigte / verrutschte / fehlende Steine,roof,damaged_missing_tiles,roof_covering,checklist_rating,ZVDH-Fachregeln,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-009,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,09,Moos- / Algenbewuchs (Hinweis auf Alter),roof,moss_algae_growth,roof_covering,checklist_rating,,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-010,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,10,"Firstziegel: Befestigung, Verstrich / Trockenfirst",roof,ridge_tiles,roof_covering,checklist_rating,ZVDH,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-011,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,11,"Ortgang: Anschluss, Windsogsicherung",roof,verge_wind_suction,roof_covering,checklist_rating,DIN EN 1991-1-4,True,True,True,True,False,False,False,True,12,high,draft
DE-TDD-03-012,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,12,"Traufausbildung, Spatzenschutz",roof,eaves_bird_protection,roof_covering,checklist_rating,,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-013,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,13,Schneefanggitter (je nach Schneelastzone),roof,snow_guard,roof_covering,checklist_rating,DIN EN 1991-1-3,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-014,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dacheindeckung,14,"Dachflächenfenster: Eindichtung, Funktion",roof,roof_window_sealing,roof_openings,checklist_rating,,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-015,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,15,Unterdeckung regensicher ausgebildet?,roof,sarking_rainproof,roof_underlay_vapour_control,checklist_rating,ZVDH / DIN 4108-3,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-016,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,16,Unterspannbahn intakt (von innen sichtbar),roof,underlay_membrane,roof_underlay_vapour_control,checklist_rating,DIN 4108-3,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-017,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,17,Thermische Schäden / UV-Schäden an Unterspannbahn,roof,underlay_uv_damage,roof_underlay_vapour_control,checklist_rating,,True,True,True,True,False,False,False,True,13,high,draft
DE-TDD-03-018,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,18,Dampfbremse luftdicht verklebt,roof,vapour_barrier_air_tightness,roof_underlay_vapour_control,checklist_rating,DIN 4108-7,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-019,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,19,Konterlattung vorhanden / Hinterlüftung,roof,counter_battens_ventilation,roof_underlay_vapour_control,checklist_rating,,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-020,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,20,Hinweise auf Kondensatbildung im Dachraum,roof,condensation_roof_space,roof_underlay_vapour_control,checklist_rating,DIN 4108-3,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-021,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Unterdeckung / Unterspannbahn / Dampfbremse,21,Spuren von Feuchteintrag / Wasserränder,roof,water_ingress_marks,roof_underlay_vapour_control,checklist_rating,,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-022,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,22,"Rinnen: Material, Korrosion, Verformung",roof,gutters_material_corrosion,roof_drainage,checklist_rating,DIN EN 612,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-023,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,23,Rinnen frei von Laub / Verstopfung,roof,gutters_blockage,roof_drainage,checklist_rating,,True,True,True,True,False,False,False,True,14,high,draft
DE-TDD-03-024,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,24,"Rinnenhalter, Befestigung, Gefälle (1–3 ‰)",roof,gutter_brackets_gradient,roof_drainage,checklist_rating,DIN EN 12056-3,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-025,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,25,"Fallrohre: Anzahl, Querschnitt, Dichtigkeit",roof,downpipes,roof_drainage,checklist_rating,DIN EN 12056,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-026,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,26,Anschluss Fallrohr an Entwässerung,roof,downpipe_drainage_connection,roof_drainage,checklist_rating,,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-027,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Dachentwässerung,27,Notüberlauf bei Flachdach vorhanden,roof,emergency_overflow_flat_roof,roof_drainage,checklist_rating,DIN 18531 / Flachdach-RL,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-028,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Schornstein / Durchdringungen,28,"Schornsteinkopf: Putz, Verfugung, Abdeckung",roof,chimney_head,chimney_penetrations,checklist_rating,,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-029,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Schornstein / Durchdringungen,29,Anschluss Schornstein an Dach (Verwahrung / Kehle),roof,chimney_roof_flashing,chimney_penetrations,checklist_rating,ZVDH,True,True,True,True,False,False,False,True,15,high,draft
DE-TDD-03-036,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,PV-Anlage / Dachdurchdringungen,36,Brandschutzkonzept / Feuerwehrschalter,roof,pv_fire_safety_switch,pv_roof_installation,checklist_rating,VDE-AR-E 2100-712,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-037,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,PV-Anlage / Dachdurchdringungen,37,Statik Dachtragwerk für PV nachgewiesen,roof,pv_structural_roof_verification,pv_roof_installation,checklist_rating,DIN EN 1991,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-038,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Gauben / Dachfenster,38,"Gaubenkonstruktion: Anschlüsse, Verblechung",roof,dormer_connections_flashings,dormers_roof_windows,checklist_rating,,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-039,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Gauben / Dachfenster,39,"Gaubenfenster: Funktion, Dichtigkeit",roof,dormer_window_function_sealing,dormers_roof_windows,checklist_rating,,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-040,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Gauben / Dachfenster,40,"Dachfenster: Eindichtungsrahmen, Beschläge",roof,roof_window_flashing_fittings,dormers_roof_windows,checklist_rating,,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-041,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Gauben / Dachfenster,41,Verschattung (Rollladen / Plissee) intakt,roof,roof_window_shading,dormers_roof_windows,checklist_rating,,True,True,True,True,False,False,False,True,17,high,draft
DE-TDD-03-042,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Flachdach (falls vorhanden),42,"Abdichtung: Risse, Blasen, offene Nähte",roof,flat_roof_waterproofing,flat_roof,checklist_rating,DIN 18531,True,True,True,True,False,False,False,True,18,high,draft
DE-TDD-03-043,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Flachdach (falls vorhanden),43,"Gefälle (mind. 2 %, optimal 5 %)",roof,flat_roof_gradient,flat_roof,checklist_rating,DIN 18531 / Flachdach-RL,True,True,True,True,False,False,False,True,18,high,draft
DE-TDD-03-044,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Flachdach (falls vorhanden),44,"Attika-Anschluss, Aufkantung ≥ 15 cm",roof,parapet_upstand,flat_roof,checklist_rating,DIN 18531,True,True,True,True,False,False,False,True,18,high,draft
DE-TDD-03-045,2.7.0,0.3.0,de,germany_residential,03,Dach & Dachentwässerung,Flachdach (falls vorhanden),45,Wurzelfestigkeit bei Gründach,roof,green_roof_root_resistance,flat_roof,checklist_rating,FLL-Dachbegrünungs-RL,True,True,True,True,False,False,False,True,18,high,draft
DE-TDD-04-001,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fassade allgemein,01,Fassadensystem (Putz / WDVS / VHF / Klinker / Holz),facade,facade_system,facade_general,checklist_rating,DIN 18550,True,True,True,True,False,False,False,True,19,high,draft
DE-TDD-04-002,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fassade allgemein,02,"Schadbilder: Risse, Abplatzungen, Hohlstellen",facade,damage_patterns,facade_general,checklist_rating,,True,True,True,True,False,False,False,True,19,high,draft
DE-TDD-04-003,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fassade allgemein,03,Hohlstellen durch Abklopfen prüfen,facade,hollow_spots_tapping,facade_general,checklist_rating,DIN 18550,True,True,True,True,False,False,False,True,19,high,draft
DE-TDD-04-004,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fassade allgemein,04,"Verfärbungen, Algen- / Pilzbefall",facade,discoloration_algae_fungi,facade_general,checklist_rating,,True,True,True,True,False,False,False,True,19,high,draft
DE-TDD-04-005,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fassade allgemein,05,"Anstrich: Kreidung, Abblättern, Ausbleichung",facade,paint_coating,facade_general,checklist_rating,,True,True,True,True,False,False,False,True,19,high,draft
DE-TDD-04-012,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,12,Dämmdicke (Schätzung über Fenstertiefe),facade,external_insulation_thickness,etics_wdvs,checklist_rating,GEG,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-013,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,13,Stoßfugen sichtbar (Wärmebrücken),facade,visible_joints_thermal_bridges,etics_wdvs,checklist_rating,,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-014,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,14,Dübelabzeichnungen auf der Fassade sichtbar,facade,anchor_marks,etics_wdvs,checklist_rating,,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-015,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,15,"Spechtschäden, mechanische Beschädigungen",facade,mechanical_damage,etics_wdvs,checklist_rating,,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-016,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,16,Brandriegel bei EPS > 100 mm,facade,fire_barriers_eps,etics_wdvs,checklist_rating,MBO § 28,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-017,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,17,Sockelabschlussprofil intakt,facade,base_termination_profile,etics_wdvs,checklist_rating,,True,True,True,True,False,False,False,True,21,high,draft
DE-TDD-04-018,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,WDVS / Wärmedämmverbundsystem,18,Sockel thermisch entkoppelt / gedämmt,facade,base_thermal_separation,etics_wdvs,checklist_rating,GEG,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-019,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Sockel / Spritzwasserbereich,19,"Sockelausbildung: Material, Höhe ≥ 30 cm",facade,plinth_material_height,plinth_splash_zone,checklist_rating,DIN 18533,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-020,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Sockel / Spritzwasserbereich,20,Horizontalsperre erkennbar,facade,horizontal_barrier,plinth_splash_zone,checklist_rating,DIN 18533,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-021,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Sockel / Spritzwasserbereich,21,"Feuchteschäden, Salzausblühungen",facade,moisture_salt_efflorescence,plinth_splash_zone,checklist_rating,,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-022,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Sockel / Spritzwasserbereich,22,"Anschluss an Gelände (Kiesstreifen, Drainage)",facade,ground_connection_gravel_drainage,plinth_splash_zone,checklist_rating,DIN 18533,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-023,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Sockel / Spritzwasserbereich,23,Putzkante über Gelände ≥ 15 cm,facade,render_edge_above_ground,plinth_splash_zone,checklist_rating,,True,True,True,True,False,False,False,True,22,high,draft
DE-TDD-04-024,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fenster- und Türanschlüsse,24,"Anschlussfugen elastisch, ohne Risse",facade,elastic_connection_joints,window_door_connections,checklist_rating,DIN 18540,True,True,True,True,False,False,False,True,23,high,draft
DE-TDD-04-025,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fenster- und Türanschlüsse,25,"Fensterbänke außen: Gefälle, Tropfkante",facade,external_window_sills,window_door_connections,checklist_rating,DIN EN 12208,True,True,True,True,False,False,False,True,23,high,draft
DE-TDD-04-026,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fenster- und Türanschlüsse,26,"Rollladenkästen: Wärmebrücke, Dichtigkeit",facade,roller_shutter_boxes,window_door_connections,checklist_rating,,True,True,True,True,False,False,False,True,23,high,draft
DE-TDD-04-027,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Fenster- und Türanschlüsse,27,"Stürze: Risse, Durchbiegung",facade,lintels_cracks_deflection,window_door_connections,checklist_rating,,True,True,True,True,False,False,False,True,23,high,draft
DE-TDD-04-028,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Balkone / Auskragungen,28,"Balkonplatte: Risse, Korrosion Bewehrung",facade,balcony_slab,balconies_cantilevers,checklist_rating,DIN EN 1992 (EC 2),True,True,True,True,False,False,False,True,23,high,draft
DE-TDD-04-029,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Balkone / Auskragungen,29,Geländerhöhe (Absturzhöhe > 1 m: ≥ 90 cm),facade,guardrail_height,balconies_cantilevers,checklist_rating,DIN 18065 / LBO,True,True,True,True,False,False,False,True,24,high,draft
DE-TDD-04-030,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Balkone / Auskragungen,30,"Geländer: Standsicherheit, Verankerung",facade,guardrail_stability_anchoring,balconies_cantilevers,checklist_rating,DIN EN 1991-1-1,True,True,True,True,False,False,False,True,24,high,draft
DE-TDD-04-031,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Balkone / Auskragungen,31,"Belag: Gefälle, Abdichtung, Entwässerung",facade,balcony_surface_waterproofing_drainage,balconies_cantilevers,checklist_rating,DIN 18531-5,True,True,True,True,False,False,False,True,24,high,draft
DE-TDD-04-032,2.7.0,0.4.0,de,germany_residential,04,Fassade & Außenwände,Balkone / Auskragungen,32,"Untersicht: Abplatzungen, Wärmebrücke (Isokorb?)",facade,balcony_soffit_spalling_thermal_bridge,balconies_cantilevers,checklist_rating,,True,True,True,True,False,False,False,True,24,high,draft
DE-TDD-05-001,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Fenster allgemein,01,Material (Holz / Kunststoff / Alu / Holz-Alu),windows_doors,window_material,windows_general,checklist_rating,,True,True,True,True,False,False,False,True,25,high,draft
DE-TDD-05-002,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Fenster allgemein,02,Profil / System (z. B. 70 / 82 / 90 mm),windows_doors,window_profile_system,windows_general,checklist_rating,,True,True,True,True,False,False,False,True,25,high,draft
DE-TDD-05-003,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Fenster allgemein,03,Baujahr der Fenster (geschätzt),windows_doors,window_year_estimated,windows_general,checklist_rating,,True,True,True,True,False,False,False,True,25,high,draft
DE-TDD-05-004,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Fenster allgemein,04,Anzahl der Dichtebenen (1 / 2 / 3),windows_doors,sealing_levels,windows_general,checklist_rating,DIN EN 12207,True,True,True,True,False,False,False,True,25,high,draft
DE-TDD-05-005,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Verglasung,05,Verglasungsart (Einfach / Iso / 2-fach / 3-fach),windows_doors,glazing_type,glazing,checklist_rating,,True,True,True,True,False,False,False,True,26,high,draft
DE-TDD-05-006,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Verglasung,06,Ug-Wert (lt. Marken-Aufdruck im SZR),windows_doors,ug_value_spacer_marking,glazing,checklist_rating,GEG,True,True,True,True,False,False,False,True,26,high,draft
DE-TDD-05-007,2.7.0,0.5.0,de,germany_residential,05,Fenster & Außentüren,Verglasung,07,"Beschädigte Scheiben, gesprungene Gläser",windows_doors,damaged_cracked_glass,glazing,checklist_rating,,True,True,True,True,False,False,False,True,26,high,draft
